a_blocks	b_blocks	shared_blocks	ncases_A	ncontrols_A	ncases_B	ncontrols_B	tag_A	tag_B	seed
s400	s400	s0	500	10000	500	10000	1	2	1
s400	s400	s0	500	10000	500	10000	3	4	2
s400	s400	s0	500	10000	500	10000	5	6	3
s400	s400	s0	500	10000	500	10000	7	8	4
s400	s400	s0	500	10000	500	10000	9	10	5
s400	s400	s0	500	10000	500	10000	11	12	6
s400	s400	s0	500	10000	500	10000	13	14	7
s400	s400	s0	500	10000	500	10000	15	16	8
s400	s400	s0	500	10000	500	10000	17	18	9
s400	s400	s0	500	10000	500	10000	19	20	10
s400	s400	s0	500	10000	500	10000	21	22	11
s400	s400	s0	500	10000	500	10000	23	24	12
s400	s400	s0	500	10000	500	10000	25	26	13
s400	s400	s0	500	10000	500	10000	27	28	14
s400	s400	s0	500	10000	500	10000	29	30	15
s400	s400	s0	500	10000	500	10000	31	32	16
s400	s400	s0	500	10000	500	10000	33	34	17
s400	s400	s0	500	10000	500	10000	35	36	18
s400	s400	s0	500	10000	500	10000	37	38	19
s400	s400	s0	500	10000	500	10000	39	40	20
s400	s400	s0	500	10000	500	10000	41	42	21
s400	s400	s0	500	10000	500	10000	43	44	22
s400	s400	s0	500	10000	500	10000	45	46	23
s400	s400	s0	500	10000	500	10000	47	48	24
s400	s400	s0	500	10000	500	10000	49	50	25
s400	s400	s0	500	10000	500	10000	51	52	26
s400	s400	s0	500	10000	500	10000	53	54	27
s400	s400	s0	500	10000	500	10000	55	56	28
s400	s400	s0	500	10000	500	10000	57	58	29
s400	s400	s0	500	10000	500	10000	59	60	30
s400	s400	s0	500	10000	500	10000	61	62	31
s400	s400	s0	500	10000	500	10000	63	64	32
s400	s400	s0	500	10000	500	10000	65	66	33
s400	s400	s0	500	10000	500	10000	67	68	34
s400	s400	s0	500	10000	500	10000	69	70	35
s400	s400	s0	500	10000	500	10000	71	72	36
s400	s400	s0	500	10000	500	10000	73	74	37
s400	s400	s0	500	10000	500	10000	75	76	38
s400	s400	s0	500	10000	500	10000	77	78	39
s400	s400	s0	500	10000	500	10000	79	80	40
s400	s400	s0	500	10000	500	10000	81	82	41
s400	s400	s0	500	10000	500	10000	83	84	42
s400	s400	s0	500	10000	500	10000	85	86	43
s400	s400	s0	500	10000	500	10000	87	88	44
s400	s400	s0	500	10000	500	10000	89	90	45
s400	s400	s0	500	10000	500	10000	91	92	46
s400	s400	s0	500	10000	500	10000	93	94	47
s400	s400	s0	500	10000	500	10000	95	96	48
s400	s400	s0	500	10000	500	10000	97	98	49
s400	s400	s0	500	10000	500	10000	99	100	50
s400	s400	s0	500	10000	500	10000	101	102	51
s400	s400	s0	500	10000	500	10000	103	104	52
s400	s400	s0	500	10000	500	10000	105	106	53
s400	s400	s0	500	10000	500	10000	107	108	54
s400	s400	s0	500	10000	500	10000	109	110	55
s400	s400	s0	500	10000	500	10000	111	112	56
s400	s400	s0	500	10000	500	10000	113	114	57
s400	s400	s0	500	10000	500	10000	115	116	58
s400	s400	s0	500	10000	500	10000	117	118	59
s400	s400	s0	500	10000	500	10000	119	120	60
s400	s400	s0	500	10000	500	10000	121	122	61
s400	s400	s0	500	10000	500	10000	123	124	62
s400	s400	s0	500	10000	500	10000	125	126	63
s400	s400	s0	500	10000	500	10000	127	128	64
s400	s400	s0	500	10000	500	10000	129	130	65
s400	s400	s0	500	10000	500	10000	131	132	66
s400	s400	s0	500	10000	500	10000	133	134	67
s400	s400	s0	500	10000	500	10000	135	136	68
s400	s400	s0	500	10000	500	10000	137	138	69
s400	s400	s0	500	10000	500	10000	139	140	70
s400	s400	s0	500	10000	500	10000	141	142	71
s400	s400	s0	500	10000	500	10000	143	144	72
s400	s400	s0	500	10000	500	10000	145	146	73
s400	s400	s0	500	10000	500	10000	147	148	74
s400	s400	s0	500	10000	500	10000	149	150	75
s400	s400	s0	500	10000	500	10000	151	152	76
s400	s400	s0	500	10000	500	10000	153	154	77
s400	s400	s0	500	10000	500	10000	155	156	78
s400	s400	s0	500	10000	500	10000	157	158	79
s400	s400	s0	500	10000	500	10000	159	160	80
s400	s400	s0	500	10000	500	10000	161	162	81
s400	s400	s0	500	10000	500	10000	163	164	82
s400	s400	s0	500	10000	500	10000	165	166	83
s400	s400	s0	500	10000	500	10000	167	168	84
s400	s400	s0	500	10000	500	10000	169	170	85
s400	s400	s0	500	10000	500	10000	171	172	86
s400	s400	s0	500	10000	500	10000	173	174	87
s400	s400	s0	500	10000	500	10000	175	176	88
s400	s400	s0	500	10000	500	10000	177	178	89
s400	s400	s0	500	10000	500	10000	179	180	90
s400	s400	s0	500	10000	500	10000	181	182	91
s400	s400	s0	500	10000	500	10000	183	184	92
s400	s400	s0	500	10000	500	10000	185	186	93
s400	s400	s0	500	10000	500	10000	187	188	94
s400	s400	s0	500	10000	500	10000	189	190	95
s400	s400	s0	500	10000	500	10000	191	192	96
s400	s400	s0	500	10000	500	10000	193	194	97
s400	s400	s0	500	10000	500	10000	195	196	98
s400	s400	s0	500	10000	500	10000	197	198	99
s400	s400	s0	500	10000	500	10000	199	200	100
s400	s400	s0	500	10000	500	10000	201	202	101
s400	s400	s0	500	10000	500	10000	203	204	102
s400	s400	s0	500	10000	500	10000	205	206	103
s400	s400	s0	500	10000	500	10000	207	208	104
s400	s400	s0	500	10000	500	10000	209	210	105
s400	s400	s0	500	10000	500	10000	211	212	106
s400	s400	s0	500	10000	500	10000	213	214	107
s400	s400	s0	500	10000	500	10000	215	216	108
s400	s400	s0	500	10000	500	10000	217	218	109
s400	s400	s0	500	10000	500	10000	219	220	110
s400	s400	s0	500	10000	500	10000	221	222	111
s400	s400	s0	500	10000	500	10000	223	224	112
s400	s400	s0	500	10000	500	10000	225	226	113
s400	s400	s0	500	10000	500	10000	227	228	114
s400	s400	s0	500	10000	500	10000	229	230	115
s400	s400	s0	500	10000	500	10000	231	232	116
s400	s400	s0	500	10000	500	10000	233	234	117
s400	s400	s0	500	10000	500	10000	235	236	118
s400	s400	s0	500	10000	500	10000	237	238	119
s400	s400	s0	500	10000	500	10000	239	240	120
s400	s400	s0	500	10000	500	10000	241	242	121
s400	s400	s0	500	10000	500	10000	243	244	122
s400	s400	s0	500	10000	500	10000	245	246	123
s400	s400	s0	500	10000	500	10000	247	248	124
s400	s400	s0	500	10000	500	10000	249	250	125
s400	s400	s0	500	10000	500	10000	251	252	126
s400	s400	s0	500	10000	500	10000	253	254	127
s400	s400	s0	500	10000	500	10000	255	256	128
s400	s400	s0	500	10000	500	10000	257	258	129
s400	s400	s0	500	10000	500	10000	259	260	130
s400	s400	s0	500	10000	500	10000	261	262	131
s400	s400	s0	500	10000	500	10000	263	264	132
s400	s400	s0	500	10000	500	10000	265	266	133
s400	s400	s0	500	10000	500	10000	267	268	134
s400	s400	s0	500	10000	500	10000	269	270	135
s400	s400	s0	500	10000	500	10000	271	272	136
s400	s400	s0	500	10000	500	10000	273	274	137
s400	s400	s0	500	10000	500	10000	275	276	138
s400	s400	s0	500	10000	500	10000	277	278	139
s400	s400	s0	500	10000	500	10000	279	280	140
s400	s400	s0	500	10000	500	10000	281	282	141
s400	s400	s0	500	10000	500	10000	283	284	142
s400	s400	s0	500	10000	500	10000	285	286	143
s400	s400	s0	500	10000	500	10000	287	288	144
s400	s400	s0	500	10000	500	10000	289	290	145
s400	s400	s0	500	10000	500	10000	291	292	146
s400	s400	s0	500	10000	500	10000	293	294	147
s400	s400	s0	500	10000	500	10000	295	296	148
s400	s400	s0	500	10000	500	10000	297	298	149
s400	s400	s0	500	10000	500	10000	299	300	150
s400	s400	s0	500	10000	500	10000	301	302	151
s400	s400	s0	500	10000	500	10000	303	304	152
s400	s400	s0	500	10000	500	10000	305	306	153
s400	s400	s0	500	10000	500	10000	307	308	154
s400	s400	s0	500	10000	500	10000	309	310	155
s400	s400	s0	500	10000	500	10000	311	312	156
s400	s400	s0	500	10000	500	10000	313	314	157
s400	s400	s0	500	10000	500	10000	315	316	158
s400	s400	s0	500	10000	500	10000	317	318	159
s400	s400	s0	500	10000	500	10000	319	320	160
s400	s400	s0	500	10000	500	10000	321	322	161
s400	s400	s0	500	10000	500	10000	323	324	162
s400	s400	s0	500	10000	500	10000	325	326	163
s400	s400	s0	500	10000	500	10000	327	328	164
s400	s400	s0	500	10000	500	10000	329	330	165
s400	s400	s0	500	10000	500	10000	331	332	166
s400	s400	s0	500	10000	500	10000	333	334	167
s400	s400	s0	500	10000	500	10000	335	336	168
s400	s400	s0	500	10000	500	10000	337	338	169
s400	s400	s0	500	10000	500	10000	339	340	170
s400	s400	s0	500	10000	500	10000	341	342	171
s400	s400	s0	500	10000	500	10000	343	344	172
s400	s400	s0	500	10000	500	10000	345	346	173
s400	s400	s0	500	10000	500	10000	347	348	174
s400	s400	s0	500	10000	500	10000	349	350	175
s400	s400	s0	500	10000	500	10000	351	352	176
s400	s400	s0	500	10000	500	10000	353	354	177
s400	s400	s0	500	10000	500	10000	355	356	178
s400	s400	s0	500	10000	500	10000	357	358	179
s400	s400	s0	500	10000	500	10000	359	360	180
s400	s400	s0	500	10000	500	10000	361	362	181
s400	s400	s0	500	10000	500	10000	363	364	182
s400	s400	s0	500	10000	500	10000	365	366	183
s400	s400	s0	500	10000	500	10000	367	368	184
s400	s400	s0	500	10000	500	10000	369	370	185
s400	s400	s0	500	10000	500	10000	371	372	186
s400	s400	s0	500	10000	500	10000	373	374	187
s400	s400	s0	500	10000	500	10000	375	376	188
s400	s400	s0	500	10000	500	10000	377	378	189
s400	s400	s0	500	10000	500	10000	379	380	190
s400	s400	s0	500	10000	500	10000	381	382	191
s400	s400	s0	500	10000	500	10000	383	384	192
s400	s400	s0	500	10000	500	10000	385	386	193
s400	s400	s0	500	10000	500	10000	387	388	194
s400	s400	s0	500	10000	500	10000	389	390	195
s400	s400	s0	500	10000	500	10000	391	392	196
s400	s400	s0	500	10000	500	10000	393	394	197
s400	s400	s0	500	10000	500	10000	395	396	198
s400	s400	s0	500	10000	500	10000	397	398	199
s400	s400	s0	500	10000	500	10000	399	400	200
s400	s400	s50	500	10000	500	10000	1	2	201
s400	s400	s50	500	10000	500	10000	3	4	202
s400	s400	s50	500	10000	500	10000	5	6	203
s400	s400	s50	500	10000	500	10000	7	8	204
s400	s400	s50	500	10000	500	10000	9	10	205
s400	s400	s50	500	10000	500	10000	11	12	206
s400	s400	s50	500	10000	500	10000	13	14	207
s400	s400	s50	500	10000	500	10000	15	16	208
s400	s400	s50	500	10000	500	10000	17	18	209
s400	s400	s50	500	10000	500	10000	19	20	210
s400	s400	s50	500	10000	500	10000	21	22	211
s400	s400	s50	500	10000	500	10000	23	24	212
s400	s400	s50	500	10000	500	10000	25	26	213
s400	s400	s50	500	10000	500	10000	27	28	214
s400	s400	s50	500	10000	500	10000	29	30	215
s400	s400	s50	500	10000	500	10000	31	32	216
s400	s400	s50	500	10000	500	10000	33	34	217
s400	s400	s50	500	10000	500	10000	35	36	218
s400	s400	s50	500	10000	500	10000	37	38	219
s400	s400	s50	500	10000	500	10000	39	40	220
s400	s400	s50	500	10000	500	10000	41	42	221
s400	s400	s50	500	10000	500	10000	43	44	222
s400	s400	s50	500	10000	500	10000	45	46	223
s400	s400	s50	500	10000	500	10000	47	48	224
s400	s400	s50	500	10000	500	10000	49	50	225
s400	s400	s50	500	10000	500	10000	51	52	226
s400	s400	s50	500	10000	500	10000	53	54	227
s400	s400	s50	500	10000	500	10000	55	56	228
s400	s400	s50	500	10000	500	10000	57	58	229
s400	s400	s50	500	10000	500	10000	59	60	230
s400	s400	s50	500	10000	500	10000	61	62	231
s400	s400	s50	500	10000	500	10000	63	64	232
s400	s400	s50	500	10000	500	10000	65	66	233
s400	s400	s50	500	10000	500	10000	67	68	234
s400	s400	s50	500	10000	500	10000	69	70	235
s400	s400	s50	500	10000	500	10000	71	72	236
s400	s400	s50	500	10000	500	10000	73	74	237
s400	s400	s50	500	10000	500	10000	75	76	238
s400	s400	s50	500	10000	500	10000	77	78	239
s400	s400	s50	500	10000	500	10000	79	80	240
s400	s400	s50	500	10000	500	10000	81	82	241
s400	s400	s50	500	10000	500	10000	83	84	242
s400	s400	s50	500	10000	500	10000	85	86	243
s400	s400	s50	500	10000	500	10000	87	88	244
s400	s400	s50	500	10000	500	10000	89	90	245
s400	s400	s50	500	10000	500	10000	91	92	246
s400	s400	s50	500	10000	500	10000	93	94	247
s400	s400	s50	500	10000	500	10000	95	96	248
s400	s400	s50	500	10000	500	10000	97	98	249
s400	s400	s50	500	10000	500	10000	99	100	250
s400	s400	s50	500	10000	500	10000	101	102	251
s400	s400	s50	500	10000	500	10000	103	104	252
s400	s400	s50	500	10000	500	10000	105	106	253
s400	s400	s50	500	10000	500	10000	107	108	254
s400	s400	s50	500	10000	500	10000	109	110	255
s400	s400	s50	500	10000	500	10000	111	112	256
s400	s400	s50	500	10000	500	10000	113	114	257
s400	s400	s50	500	10000	500	10000	115	116	258
s400	s400	s50	500	10000	500	10000	117	118	259
s400	s400	s50	500	10000	500	10000	119	120	260
s400	s400	s50	500	10000	500	10000	121	122	261
s400	s400	s50	500	10000	500	10000	123	124	262
s400	s400	s50	500	10000	500	10000	125	126	263
s400	s400	s50	500	10000	500	10000	127	128	264
s400	s400	s50	500	10000	500	10000	129	130	265
s400	s400	s50	500	10000	500	10000	131	132	266
s400	s400	s50	500	10000	500	10000	133	134	267
s400	s400	s50	500	10000	500	10000	135	136	268
s400	s400	s50	500	10000	500	10000	137	138	269
s400	s400	s50	500	10000	500	10000	139	140	270
s400	s400	s50	500	10000	500	10000	141	142	271
s400	s400	s50	500	10000	500	10000	143	144	272
s400	s400	s50	500	10000	500	10000	145	146	273
s400	s400	s50	500	10000	500	10000	147	148	274
s400	s400	s50	500	10000	500	10000	149	150	275
s400	s400	s50	500	10000	500	10000	151	152	276
s400	s400	s50	500	10000	500	10000	153	154	277
s400	s400	s50	500	10000	500	10000	155	156	278
s400	s400	s50	500	10000	500	10000	157	158	279
s400	s400	s50	500	10000	500	10000	159	160	280
s400	s400	s50	500	10000	500	10000	161	162	281
s400	s400	s50	500	10000	500	10000	163	164	282
s400	s400	s50	500	10000	500	10000	165	166	283
s400	s400	s50	500	10000	500	10000	167	168	284
s400	s400	s50	500	10000	500	10000	169	170	285
s400	s400	s50	500	10000	500	10000	171	172	286
s400	s400	s50	500	10000	500	10000	173	174	287
s400	s400	s50	500	10000	500	10000	175	176	288
s400	s400	s50	500	10000	500	10000	177	178	289
s400	s400	s50	500	10000	500	10000	179	180	290
s400	s400	s50	500	10000	500	10000	181	182	291
s400	s400	s50	500	10000	500	10000	183	184	292
s400	s400	s50	500	10000	500	10000	185	186	293
s400	s400	s50	500	10000	500	10000	187	188	294
s400	s400	s50	500	10000	500	10000	189	190	295
s400	s400	s50	500	10000	500	10000	191	192	296
s400	s400	s50	500	10000	500	10000	193	194	297
s400	s400	s50	500	10000	500	10000	195	196	298
s400	s400	s50	500	10000	500	10000	197	198	299
s400	s400	s50	500	10000	500	10000	199	200	300
s400	s400	s50	500	10000	500	10000	201	202	301
s400	s400	s50	500	10000	500	10000	203	204	302
s400	s400	s50	500	10000	500	10000	205	206	303
s400	s400	s50	500	10000	500	10000	207	208	304
s400	s400	s50	500	10000	500	10000	209	210	305
s400	s400	s50	500	10000	500	10000	211	212	306
s400	s400	s50	500	10000	500	10000	213	214	307
s400	s400	s50	500	10000	500	10000	215	216	308
s400	s400	s50	500	10000	500	10000	217	218	309
s400	s400	s50	500	10000	500	10000	219	220	310
s400	s400	s50	500	10000	500	10000	221	222	311
s400	s400	s50	500	10000	500	10000	223	224	312
s400	s400	s50	500	10000	500	10000	225	226	313
s400	s400	s50	500	10000	500	10000	227	228	314
s400	s400	s50	500	10000	500	10000	229	230	315
s400	s400	s50	500	10000	500	10000	231	232	316
s400	s400	s50	500	10000	500	10000	233	234	317
s400	s400	s50	500	10000	500	10000	235	236	318
s400	s400	s50	500	10000	500	10000	237	238	319
s400	s400	s50	500	10000	500	10000	239	240	320
s400	s400	s50	500	10000	500	10000	241	242	321
s400	s400	s50	500	10000	500	10000	243	244	322
s400	s400	s50	500	10000	500	10000	245	246	323
s400	s400	s50	500	10000	500	10000	247	248	324
s400	s400	s50	500	10000	500	10000	249	250	325
s400	s400	s50	500	10000	500	10000	251	252	326
s400	s400	s50	500	10000	500	10000	253	254	327
s400	s400	s50	500	10000	500	10000	255	256	328
s400	s400	s50	500	10000	500	10000	257	258	329
s400	s400	s50	500	10000	500	10000	259	260	330
s400	s400	s50	500	10000	500	10000	261	262	331
s400	s400	s50	500	10000	500	10000	263	264	332
s400	s400	s50	500	10000	500	10000	265	266	333
s400	s400	s50	500	10000	500	10000	267	268	334
s400	s400	s50	500	10000	500	10000	269	270	335
s400	s400	s50	500	10000	500	10000	271	272	336
s400	s400	s50	500	10000	500	10000	273	274	337
s400	s400	s50	500	10000	500	10000	275	276	338
s400	s400	s50	500	10000	500	10000	277	278	339
s400	s400	s50	500	10000	500	10000	279	280	340
s400	s400	s50	500	10000	500	10000	281	282	341
s400	s400	s50	500	10000	500	10000	283	284	342
s400	s400	s50	500	10000	500	10000	285	286	343
s400	s400	s50	500	10000	500	10000	287	288	344
s400	s400	s50	500	10000	500	10000	289	290	345
s400	s400	s50	500	10000	500	10000	291	292	346
s400	s400	s50	500	10000	500	10000	293	294	347
s400	s400	s50	500	10000	500	10000	295	296	348
s400	s400	s50	500	10000	500	10000	297	298	349
s400	s400	s50	500	10000	500	10000	299	300	350
s400	s400	s50	500	10000	500	10000	301	302	351
s400	s400	s50	500	10000	500	10000	303	304	352
s400	s400	s50	500	10000	500	10000	305	306	353
s400	s400	s50	500	10000	500	10000	307	308	354
s400	s400	s50	500	10000	500	10000	309	310	355
s400	s400	s50	500	10000	500	10000	311	312	356
s400	s400	s50	500	10000	500	10000	313	314	357
s400	s400	s50	500	10000	500	10000	315	316	358
s400	s400	s50	500	10000	500	10000	317	318	359
s400	s400	s50	500	10000	500	10000	319	320	360
s400	s400	s50	500	10000	500	10000	321	322	361
s400	s400	s50	500	10000	500	10000	323	324	362
s400	s400	s50	500	10000	500	10000	325	326	363
s400	s400	s50	500	10000	500	10000	327	328	364
s400	s400	s50	500	10000	500	10000	329	330	365
s400	s400	s50	500	10000	500	10000	331	332	366
s400	s400	s50	500	10000	500	10000	333	334	367
s400	s400	s50	500	10000	500	10000	335	336	368
s400	s400	s50	500	10000	500	10000	337	338	369
s400	s400	s50	500	10000	500	10000	339	340	370
s400	s400	s50	500	10000	500	10000	341	342	371
s400	s400	s50	500	10000	500	10000	343	344	372
s400	s400	s50	500	10000	500	10000	345	346	373
s400	s400	s50	500	10000	500	10000	347	348	374
s400	s400	s50	500	10000	500	10000	349	350	375
s400	s400	s50	500	10000	500	10000	351	352	376
s400	s400	s50	500	10000	500	10000	353	354	377
s400	s400	s50	500	10000	500	10000	355	356	378
s400	s400	s50	500	10000	500	10000	357	358	379
s400	s400	s50	500	10000	500	10000	359	360	380
s400	s400	s50	500	10000	500	10000	361	362	381
s400	s400	s50	500	10000	500	10000	363	364	382
s400	s400	s50	500	10000	500	10000	365	366	383
s400	s400	s50	500	10000	500	10000	367	368	384
s400	s400	s50	500	10000	500	10000	369	370	385
s400	s400	s50	500	10000	500	10000	371	372	386
s400	s400	s50	500	10000	500	10000	373	374	387
s400	s400	s50	500	10000	500	10000	375	376	388
s400	s400	s50	500	10000	500	10000	377	378	389
s400	s400	s50	500	10000	500	10000	379	380	390
s400	s400	s50	500	10000	500	10000	381	382	391
s400	s400	s50	500	10000	500	10000	383	384	392
s400	s400	s50	500	10000	500	10000	385	386	393
s400	s400	s50	500	10000	500	10000	387	388	394
s400	s400	s50	500	10000	500	10000	389	390	395
s400	s400	s50	500	10000	500	10000	391	392	396
s400	s400	s50	500	10000	500	10000	393	394	397
s400	s400	s50	500	10000	500	10000	395	396	398
s400	s400	s50	500	10000	500	10000	397	398	399
s400	s400	s50	500	10000	500	10000	399	400	400
s400	s400	s100	500	10000	500	10000	1	2	401
s400	s400	s100	500	10000	500	10000	3	4	402
s400	s400	s100	500	10000	500	10000	5	6	403
s400	s400	s100	500	10000	500	10000	7	8	404
s400	s400	s100	500	10000	500	10000	9	10	405
s400	s400	s100	500	10000	500	10000	11	12	406
s400	s400	s100	500	10000	500	10000	13	14	407
s400	s400	s100	500	10000	500	10000	15	16	408
s400	s400	s100	500	10000	500	10000	17	18	409
s400	s400	s100	500	10000	500	10000	19	20	410
s400	s400	s100	500	10000	500	10000	21	22	411
s400	s400	s100	500	10000	500	10000	23	24	412
s400	s400	s100	500	10000	500	10000	25	26	413
s400	s400	s100	500	10000	500	10000	27	28	414
s400	s400	s100	500	10000	500	10000	29	30	415
s400	s400	s100	500	10000	500	10000	31	32	416
s400	s400	s100	500	10000	500	10000	33	34	417
s400	s400	s100	500	10000	500	10000	35	36	418
s400	s400	s100	500	10000	500	10000	37	38	419
s400	s400	s100	500	10000	500	10000	39	40	420
s400	s400	s100	500	10000	500	10000	41	42	421
s400	s400	s100	500	10000	500	10000	43	44	422
s400	s400	s100	500	10000	500	10000	45	46	423
s400	s400	s100	500	10000	500	10000	47	48	424
s400	s400	s100	500	10000	500	10000	49	50	425
s400	s400	s100	500	10000	500	10000	51	52	426
s400	s400	s100	500	10000	500	10000	53	54	427
s400	s400	s100	500	10000	500	10000	55	56	428
s400	s400	s100	500	10000	500	10000	57	58	429
s400	s400	s100	500	10000	500	10000	59	60	430
s400	s400	s100	500	10000	500	10000	61	62	431
s400	s400	s100	500	10000	500	10000	63	64	432
s400	s400	s100	500	10000	500	10000	65	66	433
s400	s400	s100	500	10000	500	10000	67	68	434
s400	s400	s100	500	10000	500	10000	69	70	435
s400	s400	s100	500	10000	500	10000	71	72	436
s400	s400	s100	500	10000	500	10000	73	74	437
s400	s400	s100	500	10000	500	10000	75	76	438
s400	s400	s100	500	10000	500	10000	77	78	439
s400	s400	s100	500	10000	500	10000	79	80	440
s400	s400	s100	500	10000	500	10000	81	82	441
s400	s400	s100	500	10000	500	10000	83	84	442
s400	s400	s100	500	10000	500	10000	85	86	443
s400	s400	s100	500	10000	500	10000	87	88	444
s400	s400	s100	500	10000	500	10000	89	90	445
s400	s400	s100	500	10000	500	10000	91	92	446
s400	s400	s100	500	10000	500	10000	93	94	447
s400	s400	s100	500	10000	500	10000	95	96	448
s400	s400	s100	500	10000	500	10000	97	98	449
s400	s400	s100	500	10000	500	10000	99	100	450
s400	s400	s100	500	10000	500	10000	101	102	451
s400	s400	s100	500	10000	500	10000	103	104	452
s400	s400	s100	500	10000	500	10000	105	106	453
s400	s400	s100	500	10000	500	10000	107	108	454
s400	s400	s100	500	10000	500	10000	109	110	455
s400	s400	s100	500	10000	500	10000	111	112	456
s400	s400	s100	500	10000	500	10000	113	114	457
s400	s400	s100	500	10000	500	10000	115	116	458
s400	s400	s100	500	10000	500	10000	117	118	459
s400	s400	s100	500	10000	500	10000	119	120	460
s400	s400	s100	500	10000	500	10000	121	122	461
s400	s400	s100	500	10000	500	10000	123	124	462
s400	s400	s100	500	10000	500	10000	125	126	463
s400	s400	s100	500	10000	500	10000	127	128	464
s400	s400	s100	500	10000	500	10000	129	130	465
s400	s400	s100	500	10000	500	10000	131	132	466
s400	s400	s100	500	10000	500	10000	133	134	467
s400	s400	s100	500	10000	500	10000	135	136	468
s400	s400	s100	500	10000	500	10000	137	138	469
s400	s400	s100	500	10000	500	10000	139	140	470
s400	s400	s100	500	10000	500	10000	141	142	471
s400	s400	s100	500	10000	500	10000	143	144	472
s400	s400	s100	500	10000	500	10000	145	146	473
s400	s400	s100	500	10000	500	10000	147	148	474
s400	s400	s100	500	10000	500	10000	149	150	475
s400	s400	s100	500	10000	500	10000	151	152	476
s400	s400	s100	500	10000	500	10000	153	154	477
s400	s400	s100	500	10000	500	10000	155	156	478
s400	s400	s100	500	10000	500	10000	157	158	479
s400	s400	s100	500	10000	500	10000	159	160	480
s400	s400	s100	500	10000	500	10000	161	162	481
s400	s400	s100	500	10000	500	10000	163	164	482
s400	s400	s100	500	10000	500	10000	165	166	483
s400	s400	s100	500	10000	500	10000	167	168	484
s400	s400	s100	500	10000	500	10000	169	170	485
s400	s400	s100	500	10000	500	10000	171	172	486
s400	s400	s100	500	10000	500	10000	173	174	487
s400	s400	s100	500	10000	500	10000	175	176	488
s400	s400	s100	500	10000	500	10000	177	178	489
s400	s400	s100	500	10000	500	10000	179	180	490
s400	s400	s100	500	10000	500	10000	181	182	491
s400	s400	s100	500	10000	500	10000	183	184	492
s400	s400	s100	500	10000	500	10000	185	186	493
s400	s400	s100	500	10000	500	10000	187	188	494
s400	s400	s100	500	10000	500	10000	189	190	495
s400	s400	s100	500	10000	500	10000	191	192	496
s400	s400	s100	500	10000	500	10000	193	194	497
s400	s400	s100	500	10000	500	10000	195	196	498
s400	s400	s100	500	10000	500	10000	197	198	499
s400	s400	s100	500	10000	500	10000	199	200	500
s400	s400	s100	500	10000	500	10000	201	202	501
s400	s400	s100	500	10000	500	10000	203	204	502
s400	s400	s100	500	10000	500	10000	205	206	503
s400	s400	s100	500	10000	500	10000	207	208	504
s400	s400	s100	500	10000	500	10000	209	210	505
s400	s400	s100	500	10000	500	10000	211	212	506
s400	s400	s100	500	10000	500	10000	213	214	507
s400	s400	s100	500	10000	500	10000	215	216	508
s400	s400	s100	500	10000	500	10000	217	218	509
s400	s400	s100	500	10000	500	10000	219	220	510
s400	s400	s100	500	10000	500	10000	221	222	511
s400	s400	s100	500	10000	500	10000	223	224	512
s400	s400	s100	500	10000	500	10000	225	226	513
s400	s400	s100	500	10000	500	10000	227	228	514
s400	s400	s100	500	10000	500	10000	229	230	515
s400	s400	s100	500	10000	500	10000	231	232	516
s400	s400	s100	500	10000	500	10000	233	234	517
s400	s400	s100	500	10000	500	10000	235	236	518
s400	s400	s100	500	10000	500	10000	237	238	519
s400	s400	s100	500	10000	500	10000	239	240	520
s400	s400	s100	500	10000	500	10000	241	242	521
s400	s400	s100	500	10000	500	10000	243	244	522
s400	s400	s100	500	10000	500	10000	245	246	523
s400	s400	s100	500	10000	500	10000	247	248	524
s400	s400	s100	500	10000	500	10000	249	250	525
s400	s400	s100	500	10000	500	10000	251	252	526
s400	s400	s100	500	10000	500	10000	253	254	527
s400	s400	s100	500	10000	500	10000	255	256	528
s400	s400	s100	500	10000	500	10000	257	258	529
s400	s400	s100	500	10000	500	10000	259	260	530
s400	s400	s100	500	10000	500	10000	261	262	531
s400	s400	s100	500	10000	500	10000	263	264	532
s400	s400	s100	500	10000	500	10000	265	266	533
s400	s400	s100	500	10000	500	10000	267	268	534
s400	s400	s100	500	10000	500	10000	269	270	535
s400	s400	s100	500	10000	500	10000	271	272	536
s400	s400	s100	500	10000	500	10000	273	274	537
s400	s400	s100	500	10000	500	10000	275	276	538
s400	s400	s100	500	10000	500	10000	277	278	539
s400	s400	s100	500	10000	500	10000	279	280	540
s400	s400	s100	500	10000	500	10000	281	282	541
s400	s400	s100	500	10000	500	10000	283	284	542
s400	s400	s100	500	10000	500	10000	285	286	543
s400	s400	s100	500	10000	500	10000	287	288	544
s400	s400	s100	500	10000	500	10000	289	290	545
s400	s400	s100	500	10000	500	10000	291	292	546
s400	s400	s100	500	10000	500	10000	293	294	547
s400	s400	s100	500	10000	500	10000	295	296	548
s400	s400	s100	500	10000	500	10000	297	298	549
s400	s400	s100	500	10000	500	10000	299	300	550
s400	s400	s100	500	10000	500	10000	301	302	551
s400	s400	s100	500	10000	500	10000	303	304	552
s400	s400	s100	500	10000	500	10000	305	306	553
s400	s400	s100	500	10000	500	10000	307	308	554
s400	s400	s100	500	10000	500	10000	309	310	555
s400	s400	s100	500	10000	500	10000	311	312	556
s400	s400	s100	500	10000	500	10000	313	314	557
